ID,Unit,Lesson,Concept,Question,A,B,C,D,Answer,Explanation,Source
Q142,U7,4,Modality Selection,ข้อใดอธิบาย “Modality Selection” ได้ถูกต้องที่สุด?,Care Pathway เชื่อม Pre-ESRD → RRT decision → Access planning → Dialysis initiation → Maintenance/High-risk care → Transition/Home monitoring → End-of-life care,ACP คือการเตรียมแผนล่วงหน้าสำหรับทางเลือกและสถานการณ์ในอนาคต รวมการเตรียม access และการป้องกัน emergency start,"ทางเลือกหลักได้แก่ PD, HD และ KT โดยแต่ละวิธีมีข้อดี ข้อจำกัด และผลต่อวิถีชีวิตต่างกัน","ปัจจัย SDM ต้องรวม Medical context, Caregiver support, Financial/Welfare และ Goal of Care",C,"หลักสำคัญ: ทางเลือกหลักได้แก่ PD, HD และ KT โดยแต่ละวิธีมีข้อดี ข้อจำกัด และผลต่อวิถีชีวิตต่างกัน การปฏิบัติที่สอดคล้อง: เปรียบเทียบทางเลือกให้ผู้ป่วยเห็นผลต่อเวลา การเดินทาง บ้าน ผู้ดูแล และความเป็นอิสระ เป้าหมาย: เลือก modality ที่เหมาะกับ clinical fit และ life fit",Shared Renal Care Decisions pp.6–12
Q143,U7,4,Modality Selection,การปฏิบัติใดสอดคล้องกับ “Modality Selection” มากที่สุด?,"กำหนด next step ที่ชัด เช่น access planning, transplant evaluation หรือ conservative-care discussion ตามบริบท","กำหนด owner, trigger และ next step ในแต่ละ stage เพื่อไม่ให้ผู้ป่วยหลุดจากระบบ",ประเมินผู้ดูแล บ้าน การเดินทาง สิทธิ ค่าใช้จ่าย และเป้าหมายชีวิตก่อนสรุป feasibility,เปรียบเทียบทางเลือกให้ผู้ป่วยเห็นผลต่อเวลา การเดินทาง บ้าน ผู้ดูแล และความเป็นอิสระ,D,"หลักสำคัญ: ทางเลือกหลักได้แก่ PD, HD และ KT โดยแต่ละวิธีมีข้อดี ข้อจำกัด และผลต่อวิถีชีวิตต่างกัน การปฏิบัติที่สอดคล้อง: เปรียบเทียบทางเลือกให้ผู้ป่วยเห็นผลต่อเวลา การเดินทาง บ้าน ผู้ดูแล และความเป็นอิสระ เป้าหมาย: เลือก modality ที่เหมาะกับ clinical fit และ life fit",Shared Renal Care Decisions pp.6–12
Q144,U7,4,Modality Selection,ผลลัพธ์หรือเป้าหมายใดสัมพันธ์กับ “Modality Selection” โดยตรงที่สุด?,ลด fragmented care ตลอดเส้นทาง ESRD,ลดการเลือกวิธีที่เหมาะทางการแพทย์แต่ไม่สามารถทำได้จริงในชีวิตประจำวัน,ผู้ป่วยมีแผนต่อเนื่องและลดการเริ่มรักษาแบบฉุกเฉิน,เลือก modality ที่เหมาะกับ clinical fit และ life fit,D,"หลักสำคัญ: ทางเลือกหลักได้แก่ PD, HD และ KT โดยแต่ละวิธีมีข้อดี ข้อจำกัด และผลต่อวิถีชีวิตต่างกัน การปฏิบัติที่สอดคล้อง: เปรียบเทียบทางเลือกให้ผู้ป่วยเห็นผลต่อเวลา การเดินทาง บ้าน ผู้ดูแล และความเป็นอิสระ เป้าหมาย: เลือก modality ที่เหมาะกับ clinical fit และ life fit",Shared Renal Care Decisions pp.6–12
Q145,U7,5,Personal Dimensions,ข้อใดอธิบาย “Personal Dimensions” ได้ถูกต้องที่สุด?,"Decision tools ช่วยเปลี่ยนข้อมูลกระจัดกระจายเป็นการคัดกรองความเสี่ยงและ action ที่กำหนดไว้ เช่น adequacy, anemia, access, nutrition, readmission และ self-management",Care Pathway เชื่อม Pre-ESRD → RRT decision → Access planning → Dialysis initiation → Maintenance/High-risk care → Transition/Home monitoring → End-of-life care,ACP คือการเตรียมแผนล่วงหน้าสำหรับทางเลือกและสถานการณ์ในอนาคต รวมการเตรียม access และการป้องกัน emergency start,"ปัจจัย SDM ต้องรวม Medical context, Caregiver support, Financial/Welfare และ Goal of Care",D,"หลักสำคัญ: ปัจจัย SDM ต้องรวม Medical context, Caregiver support, Financial/Welfare และ Goal of Care การปฏิบัติที่สอดคล้อง: ประเมินผู้ดูแล บ้าน การเดินทาง สิทธิ ค่าใช้จ่าย และเป้าหมายชีวิตก่อนสรุป feasibility เป้าหมาย: ลดการเลือกวิธีที่เหมาะทางการแพทย์แต่ไม่สามารถทำได้จริงในชีวิตประจำวัน",Shared Renal Care Decisions p.13
Q146,U7,5,Personal Dimensions,การปฏิบัติใดสอดคล้องกับ “Personal Dimensions” มากที่สุด?,ประเมินผู้ดูแล บ้าน การเดินทาง สิทธิ ค่าใช้จ่าย และเป้าหมายชีวิตก่อนสรุป feasibility,ใช้ tool เป็น decision support และนำผลเข้า case conference/แผนดูแล ไม่ใช้แทน clinical judgment,"กำหนด next step ที่ชัด เช่น access planning, transplant evaluation หรือ conservative-care discussion ตามบริบท","กำหนด owner, trigger และ next step ในแต่ละ stage เพื่อไม่ให้ผู้ป่วยหลุดจากระบบ",A,"หลักสำคัญ: ปัจจัย SDM ต้องรวม Medical context, Caregiver support, Financial/Welfare และ Goal of Care การปฏิบัติที่สอดคล้อง: ประเมินผู้ดูแล บ้าน การเดินทาง สิทธิ ค่าใช้จ่าย และเป้าหมายชีวิตก่อนสรุป feasibility เป้าหมาย: ลดการเลือกวิธีที่เหมาะทางการแพทย์แต่ไม่สามารถทำได้จริงในชีวิตประจำวัน",Shared Renal Care Decisions p.13
Q147,U7,5,Personal Dimensions,ผลลัพธ์หรือเป้าหมายใดสัมพันธ์กับ “Personal Dimensions” โดยตรงที่สุด?,ผู้ป่วยมีแผนต่อเนื่องและลดการเริ่มรักษาแบบฉุกเฉิน,การตัดสินใจสม่ำเสมอและมองเห็นผู้ป่วยเสี่ยงเร็วขึ้น,ลด fragmented care ตลอดเส้นทาง ESRD,ลดการเลือกวิธีที่เหมาะทางการแพทย์แต่ไม่สามารถทำได้จริงในชีวิตประจำวัน,D,"หลักสำคัญ: ปัจจัย SDM ต้องรวม Medical context, Caregiver support, Financial/Welfare และ Goal of Care การปฏิบัติที่สอดคล้อง: ประเมินผู้ดูแล บ้าน การเดินทาง สิทธิ ค่าใช้จ่าย และเป้าหมายชีวิตก่อนสรุป feasibility เป้าหมาย: ลดการเลือกวิธีที่เหมาะทางการแพทย์แต่ไม่สามารถทำได้จริงในชีวิตประจำวัน",Shared Renal Care Decisions p.13
Q148,U7,6,Advance Care Planning,ข้อใดอธิบาย “Advance Care Planning” ได้ถูกต้องที่สุด?,Care Pathway เชื่อม Pre-ESRD → RRT decision → Access planning → Dialysis initiation → Maintenance/High-risk care → Transition/Home monitoring → End-of-life care,ACP คือการเตรียมแผนล่วงหน้าสำหรับทางเลือกและสถานการณ์ในอนาคต รวมการเตรียม access และการป้องกัน emergency start,SDM คือกระบวนการที่ทีมรักษา ผู้ป่วย และครอบครัวแลกเปลี่ยนข้อมูลและร่วมเลือกแนวทางที่สอดคล้องกับเป้าหมายชีวิต,"Decision tools ช่วยเปลี่ยนข้อมูลกระจัดกระจายเป็นการคัดกรองความเสี่ยงและ action ที่กำหนดไว้ เช่น adequacy, anemia, access, nutrition, readmission และ self-management",B,"หลักสำคัญ: ACP คือการเตรียมแผนล่วงหน้าสำหรับทางเลือกและสถานการณ์ในอนาคต รวมการเตรียม access และการป้องกัน emergency start การปฏิบัติที่สอดคล้อง: กำหนด next step ที่ชัด เช่น access planning, transplant evaluation หรือ conservative-care discussion ตามบริบท เป้าหมาย: ผู้ป่วยมีแผนต่อเนื่องและลดการเริ่มรักษาแบบฉุกเฉิน",Shared Renal Care Decisions p.14
Q149,U7,6,Advance Care Planning,การปฏิบัติใดสอดคล้องกับ “Advance Care Planning” มากที่สุด?,"กำหนด owner, trigger และ next step ในแต่ละ stage เพื่อไม่ให้ผู้ป่วยหลุดจากระบบ",ใช้ tool เป็น decision support และนำผลเข้า case conference/แผนดูแล ไม่ใช้แทน clinical judgment,"กำหนด next step ที่ชัด เช่น access planning, transplant evaluation หรือ conservative-care discussion ตามบริบท",อธิบายทางเลือกและ trade-off แล้วสำรวจคุณค่า/ความต้องการก่อนตัดสินใจ,C,"หลักสำคัญ: ACP คือการเตรียมแผนล่วงหน้าสำหรับทางเลือกและสถานการณ์ในอนาคต รวมการเตรียม access และการป้องกัน emergency start การปฏิบัติที่สอดคล้อง: กำหนด next step ที่ชัด เช่น access planning, transplant evaluation หรือ conservative-care discussion ตามบริบท เป้าหมาย: ผู้ป่วยมีแผนต่อเนื่องและลดการเริ่มรักษาแบบฉุกเฉิน",Shared Renal Care Decisions p.14
Q150,U7,6,Advance Care Planning,ผลลัพธ์หรือเป้าหมายใดสัมพันธ์กับ “Advance Care Planning” โดยตรงที่สุด?,ผู้ป่วยมีแผนต่อเนื่องและลดการเริ่มรักษาแบบฉุกเฉิน,ลด fragmented care ตลอดเส้นทาง ESRD,การตัดสินใจสม่ำเสมอและมองเห็นผู้ป่วยเสี่ยงเร็วขึ้น,การเลือก RRT สอดคล้องทั้งข้อมูลทางคลินิกและชีวิตของผู้ป่วย,A,"หลักสำคัญ: ACP คือการเตรียมแผนล่วงหน้าสำหรับทางเลือกและสถานการณ์ในอนาคต รวมการเตรียม access และการป้องกัน emergency start การปฏิบัติที่สอดคล้อง: กำหนด next step ที่ชัด เช่น access planning, transplant evaluation หรือ conservative-care discussion ตามบริบท เป้าหมาย: ผู้ป่วยมีแผนต่อเนื่องและลดการเริ่มรักษาแบบฉุกเฉิน",Shared Renal Care Decisions p.14
Q151,U7,7,ESRD Care Pathway,ข้อใดอธิบาย “ESRD Care Pathway” ได้ถูกต้องที่สุด?,SDM คือกระบวนการที่ทีมรักษา ผู้ป่วย และครอบครัวแลกเปลี่ยนข้อมูลและร่วมเลือกแนวทางที่สอดคล้องกับเป้าหมายชีวิต,Roadmap ประกอบด้วย Timing of Initiation → Modality Selection → Personal Dimensions → Advance Care Planning,Care Pathway เชื่อม Pre-ESRD → RRT decision → Access planning → Dialysis initiation → Maintenance/High-risk care → Transition/Home monitoring → End-of-life care,"Decision tools ช่วยเปลี่ยนข้อมูลกระจัดกระจายเป็นการคัดกรองความเสี่ยงและ action ที่กำหนดไว้ เช่น adequacy, anemia, access, nutrition, readmission และ self-management",C,"หลักสำคัญ: Care Pathway เชื่อม Pre-ESRD → RRT decision → Access planning → Dialysis initiation → Maintenance/High-risk care → Transition/Home monitoring → End-of-life care การปฏิบัติที่สอดคล้อง: กำหนด owner, trigger และ next step ในแต่ละ stage เพื่อไม่ให้ผู้ป่วยหลุดจากระบบ เป้าหมาย: ลด fragmented care ตลอดเส้นทาง ESRD",Shared Renal Care Decisions pp.16–29
Q152,U7,7,ESRD Care Pathway,การปฏิบัติใดสอดคล้องกับ “ESRD Care Pathway” มากที่สุด?,ใช้ tool เป็น decision support และนำผลเข้า case conference/แผนดูแล ไม่ใช้แทน clinical judgment,อธิบายทางเลือกและ trade-off แล้วสำรวจคุณค่า/ความต้องการก่อนตัดสินใจ,"กำหนด owner, trigger และ next step ในแต่ละ stage เพื่อไม่ให้ผู้ป่วยหลุดจากระบบ",อย่าข้ามบริบทส่วนบุคคลและการวางแผนล่วงหน้าแม้เลือก modality ได้แล้ว,C,"หลักสำคัญ: Care Pathway เชื่อม Pre-ESRD → RRT decision → Access planning → Dialysis initiation → Maintenance/High-risk care → Transition/Home monitoring → End-of-life care การปฏิบัติที่สอดคล้อง: กำหนด owner, trigger และ next step ในแต่ละ stage เพื่อไม่ให้ผู้ป่วยหลุดจากระบบ เป้าหมาย: ลด fragmented care ตลอดเส้นทาง ESRD",Shared Renal Care Decisions pp.16–29
Q153,U7,7,ESRD Care Pathway,ผลลัพธ์หรือเป้าหมายใดสัมพันธ์กับ “ESRD Care Pathway” โดยตรงที่สุด?,ลดการตัดสินใจแบบเร่งด่วนและเพิ่มความพร้อมระยะยาว,การเลือก RRT สอดคล้องทั้งข้อมูลทางคลินิกและชีวิตของผู้ป่วย,การตัดสินใจสม่ำเสมอและมองเห็นผู้ป่วยเสี่ยงเร็วขึ้น,ลด fragmented care ตลอดเส้นทาง ESRD,D,"หลักสำคัญ: Care Pathway เชื่อม Pre-ESRD → RRT decision → Access planning → Dialysis initiation → Maintenance/High-risk care → Transition/Home monitoring → End-of-life care การปฏิบัติที่สอดคล้อง: กำหนด owner, trigger และ next step ในแต่ละ stage เพื่อไม่ให้ผู้ป่วยหลุดจากระบบ เป้าหมาย: ลด fragmented care ตลอดเส้นทาง ESRD",Shared Renal Care Decisions pp.16–29
Q154,U7,8,Clinical Decision Tools,ข้อใดอธิบาย “Clinical Decision Tools” ได้ถูกต้องที่สุด?,"Decision tools ช่วยเปลี่ยนข้อมูลกระจัดกระจายเป็นการคัดกรองความเสี่ยงและ action ที่กำหนดไว้ เช่น adequacy, anemia, access, nutrition, readmission และ self-management",SDM คือกระบวนการที่ทีมรักษา ผู้ป่วย และครอบครัวแลกเปลี่ยนข้อมูลและร่วมเลือกแนวทางที่สอดคล้องกับเป้าหมายชีวิต,Roadmap ประกอบด้วย Timing of Initiation → Modality Selection → Personal Dimensions → Advance Care Planning,การเริ่ม RRT ไม่ควรใช้ค่า eGFR ค่าเดียว แต่ต้องพิจารณาอาการ ภาวะแทรกซ้อน และบริบททางคลินิก,A,"หลักสำคัญ: Decision tools ช่วยเปลี่ยนข้อมูลกระจัดกระจายเป็นการคัดกรองความเสี่ยงและ action ที่กำหนดไว้ เช่น adequacy, anemia, access, nutrition, readmission และ self-management การปฏิบัติที่สอดคล้อง: ใช้ tool เป็น decision support และนำผลเข้า case conference/แผนดูแล ไม่ใช้แทน clinical judgment เป้าหมาย: การตัดสินใจสม่ำเสมอและมองเห็นผู้ป่วยเสี่ยงเร็วขึ้น",Shared Renal Care Decisions pp.30–39
Q155,U7,8,Clinical Decision Tools,การปฏิบัติใดสอดคล้องกับ “Clinical Decision Tools” มากที่สุด?,อย่าข้ามบริบทส่วนบุคคลและการวางแผนล่วงหน้าแม้เลือก modality ได้แล้ว,อธิบายทางเลือกและ trade-off แล้วสำรวจคุณค่า/ความต้องการก่อนตัดสินใจ,ใช้ tool เป็น decision support และนำผลเข้า case conference/แผนดูแล ไม่ใช้แทน clinical judgment,"ประเมิน uremic symptoms, volume/electrolyte/acid-base problems และ trajectory ร่วมกัน",C,"หลักสำคัญ: Decision tools ช่วยเปลี่ยนข้อมูลกระจัดกระจายเป็นการคัดกรองความเสี่ยงและ action ที่กำหนดไว้ เช่น adequacy, anemia, access, nutrition, readmission และ self-management การปฏิบัติที่สอดคล้อง: ใช้ tool เป็น decision support และนำผลเข้า case conference/แผนดูแล ไม่ใช้แทน clinical judgment เป้าหมาย: การตัดสินใจสม่ำเสมอและมองเห็นผู้ป่วยเสี่ยงเร็วขึ้น",Shared Renal Care Decisions pp.30–39
Q156,U7,8,Clinical Decision Tools,ผลลัพธ์หรือเป้าหมายใดสัมพันธ์กับ “Clinical Decision Tools” โดยตรงที่สุด?,ลดการตัดสินใจแบบเร่งด่วนและเพิ่มความพร้อมระยะยาว,การเลือก RRT สอดคล้องทั้งข้อมูลทางคลินิกและชีวิตของผู้ป่วย,เริ่ม RRT ในเวลาที่เหมาะสม ไม่เร็วหรือช้าเพราะตัวเลขเดี่ยว,การตัดสินใจสม่ำเสมอและมองเห็นผู้ป่วยเสี่ยงเร็วขึ้น,D,"หลักสำคัญ: Decision tools ช่วยเปลี่ยนข้อมูลกระจัดกระจายเป็นการคัดกรองความเสี่ยงและ action ที่กำหนดไว้ เช่น adequacy, anemia, access, nutrition, readmission และ self-management การปฏิบัติที่สอดคล้อง: ใช้ tool เป็น decision support และนำผลเข้า case conference/แผนดูแล ไม่ใช้แทน clinical judgment เป้าหมาย: การตัดสินใจสม่ำเสมอและมองเห็นผู้ป่วยเสี่ยงเร็วขึ้น",Shared Renal Care Decisions pp.30–39
Q157,U8,1,Psychosocial Assessment,ข้อใดอธิบาย “Psychosocial Assessment” ได้ถูกต้องที่สุด?,PHQ-9/GAD-7 ใช้คัดกรอง ไม่ใช่เครื่องมือยืนยันการวินิจฉัยโดยลำพัง และอาการทางกายของ CKD อาจซ้อนทับอาการทางอารมณ์,การประเมินผู้ป่วยโรคไตต้องครอบคลุมความเครียด ซึมเศร้า ความเชื่อ บทบาทครอบครัว การสนับสนุน และอุปสรรคทางสังคม,"สมรรถนะพยาบาล RRT ครอบคลุม clinical, technology, teaching/counseling, ethics, information technology, teamwork, infection control, QI/research และ leadership",ผู้ป่วย CKD ระยะก้าวหน้ามักมีหลายอาการร่วมกัน จึงต้องประเมินสาเหตุและจัดการอย่างเป็นระบบ ไม่รักษาอาการแบบแยกส่วน,B,หลักสำคัญ: การประเมินผู้ป่วยโรคไตต้องครอบคลุมความเครียด ซึมเศร้า ความเชื่อ บทบาทครอบครัว การสนับสนุน และอุปสรรคทางสังคม การปฏิบัติที่สอดคล้อง: ใช้การสนทนาและเครื่องมือคัดกรองเป็นส่วนหนึ่งของการประเมิน ไม่ใช้คะแนนแทนการประเมินทั้งหมด เป้าหมาย: พบปัจจัยที่กระทบ adherence คุณภาพชีวิต และความเป็นไปได้ของแผนรักษา,Psychosocial CKD + Self-Management CKD
Q158,U8,1,Psychosocial Assessment,การปฏิบัติใดสอดคล้องกับ “Psychosocial Assessment” มากที่สุด?,แปลผลร่วมกับการสัมภาษณ์ ความเสี่ยง และอาการทางกายของโรคไต,"ประเมิน nausea, dyspnea, fatigue, pruritus และอาการอื่นร่วมกับ anemia, fluid, uremia, nutrition และยา",ใช้การสนทนาและเครื่องมือคัดกรองเป็นส่วนหนึ่งของการประเมิน ไม่ใช้คะแนนแทนการประเมินทั้งหมด,ประเมินช่องว่างสมรรถนะเป็นรายด้านและพัฒนาต่อเนื่อง ไม่ใช้การผ่านอบรมครั้งเดียวแทน competency,C,หลักสำคัญ: การประเมินผู้ป่วยโรคไตต้องครอบคลุมความเครียด ซึมเศร้า ความเชื่อ บทบาทครอบครัว การสนับสนุน และอุปสรรคทางสังคม การปฏิบัติที่สอดคล้อง: ใช้การสนทนาและเครื่องมือคัดกรองเป็นส่วนหนึ่งของการประเมิน ไม่ใช้คะแนนแทนการประเมินทั้งหมด เป้าหมาย: พบปัจจัยที่กระทบ adherence คุณภาพชีวิต และความเป็นไปได้ของแผนรักษา,Psychosocial CKD + Self-Management CKD
Q159,U8,1,Psychosocial Assessment,ผลลัพธ์หรือเป้าหมายใดสัมพันธ์กับ “Psychosocial Assessment” โดยตรงที่สุด?,คัดกรองผู้มีปัญหาได้เร็วโดยลดการตีความผิดจาก symptom overlap,เพิ่มความปลอดภัยและคุณภาพการดูแล RRT,พบปัจจัยที่กระทบ adherence คุณภาพชีวิต และความเป็นไปได้ของแผนรักษา,ลด symptom burden และเพิ่มคุณภาพชีวิต,C,หลักสำคัญ: การประเมินผู้ป่วยโรคไตต้องครอบคลุมความเครียด ซึมเศร้า ความเชื่อ บทบาทครอบครัว การสนับสนุน และอุปสรรคทางสังคม การปฏิบัติที่สอดคล้อง: ใช้การสนทนาและเครื่องมือคัดกรองเป็นส่วนหนึ่งของการประเมิน ไม่ใช้คะแนนแทนการประเมินทั้งหมด เป้าหมาย: พบปัจจัยที่กระทบ adherence คุณภาพชีวิต และความเป็นไปได้ของแผนรักษา,Psychosocial CKD + Self-Management CKD
Q160,U8,2,Depression & Anxiety Screening,ข้อใดอธิบาย “Depression & Anxiety Screening” ได้ถูกต้องที่สุด?,"สมรรถนะพยาบาล RRT ครอบคลุม clinical, technology, teaching/counseling, ethics, information technology, teamwork, infection control, QI/research และ leadership",ผู้ป่วย CKD ระยะก้าวหน้ามักมีหลายอาการร่วมกัน จึงต้องประเมินสาเหตุและจัดการอย่างเป็นระบบ ไม่รักษาอาการแบบแยกส่วน,PHQ-9/GAD-7 ใช้คัดกรอง ไม่ใช่เครื่องมือยืนยันการวินิจฉัยโดยลำพัง และอาการทางกายของ CKD อาจซ้อนทับอาการทางอารมณ์,แนวทางพัฒนาคุณภาพประกอบด้วยพัฒนาศักยภาพบุคลากร ใช้ clinical guideline มาตรฐาน สร้างระบบติดตามตัวชี้วัด และเสริมทีมสหสาขาวิชาชีพ,C,หลักสำคัญ: PHQ-9/GAD-7 ใช้คัดกรอง ไม่ใช่เครื่องมือยืนยันการวินิจฉัยโดยลำพัง และอาการทางกายของ CKD อาจซ้อนทับอาการทางอารมณ์ การปฏิบัติที่สอดคล้อง: แปลผลร่วมกับการสัมภาษณ์ ความเสี่ยง และอาการทางกายของโรคไต เป้าหมาย: คัดกรองผู้มีปัญหาได้เร็วโดยลดการตีความผิดจาก symptom overlap,Self-Management CKD mental-health section
Q161,U8,2,Depression & Anxiety Screening,การปฏิบัติใดสอดคล้องกับ “Depression & Anxiety Screening” มากที่สุด?,"ประเมิน nausea, dyspnea, fatigue, pruritus และอาการอื่นร่วมกับ anemia, fluid, uremia, nutrition และยา",ประเมินช่องว่างสมรรถนะเป็นรายด้านและพัฒนาต่อเนื่อง ไม่ใช้การผ่านอบรมครั้งเดียวแทน competency,วางระบบทั้งคน มาตรฐาน ข้อมูล และทีม แทนการแก้เพียงองค์ประกอบเดียว,แปลผลร่วมกับการสัมภาษณ์ ความเสี่ยง และอาการทางกายของโรคไต,D,หลักสำคัญ: PHQ-9/GAD-7 ใช้คัดกรอง ไม่ใช่เครื่องมือยืนยันการวินิจฉัยโดยลำพัง และอาการทางกายของ CKD อาจซ้อนทับอาการทางอารมณ์ การปฏิบัติที่สอดคล้อง: แปลผลร่วมกับการสัมภาษณ์ ความเสี่ยง และอาการทางกายของโรคไต เป้าหมาย: คัดกรองผู้มีปัญหาได้เร็วโดยลดการตีความผิดจาก symptom overlap,Self-Management CKD mental-health section
Q162,U8,2,Depression & Anxiety Screening,ผลลัพธ์หรือเป้าหมายใดสัมพันธ์กับ “Depression & Anxiety Screening” โดยตรงที่สุด?,คัดกรองผู้มีปัญหาได้เร็วโดยลดการตีความผิดจาก symptom overlap,เพิ่มความปลอดภัยและคุณภาพการดูแล RRT,ลด symptom burden และเพิ่มคุณภาพชีวิต,ลดภาวะแทรกซ้อนและเพิ่มคุณภาพชีวิตผู้ป่วย,A,หลักสำคัญ: PHQ-9/GAD-7 ใช้คัดกรอง ไม่ใช่เครื่องมือยืนยันการวินิจฉัยโดยลำพัง และอาการทางกายของ CKD อาจซ้อนทับอาการทางอารมณ์ การปฏิบัติที่สอดคล้อง: แปลผลร่วมกับการสัมภาษณ์ ความเสี่ยง และอาการทางกายของโรคไต เป้าหมาย: คัดกรองผู้มีปัญหาได้เร็วโดยลดการตีความผิดจาก symptom overlap,Self-Management CKD mental-health section
Q163,U8,3,Symptom Management,ข้อใดอธิบาย “Symptom Management” ได้ถูกต้องที่สุด?,ผู้ป่วย CKD ระยะก้าวหน้ามักมีหลายอาการร่วมกัน จึงต้องประเมินสาเหตุและจัดการอย่างเป็นระบบ ไม่รักษาอาการแบบแยกส่วน,เหตุการณ์ผิดพลาดและ near miss ต้องถูกนำเข้าสู่ระบบเรียนรู้และปรับปรุง ไม่ใช่รอให้เกิดอันตรายรุนแรง,แนวทางพัฒนาคุณภาพประกอบด้วยพัฒนาศักยภาพบุคลากร ใช้ clinical guideline มาตรฐาน สร้างระบบติดตามตัวชี้วัด และเสริมทีมสหสาขาวิชาชีพ,"สมรรถนะพยาบาล RRT ครอบคลุม clinical, technology, teaching/counseling, ethics, information technology, teamwork, infection control, QI/research และ leadership",A,"หลักสำคัญ: ผู้ป่วย CKD ระยะก้าวหน้ามักมีหลายอาการร่วมกัน จึงต้องประเมินสาเหตุและจัดการอย่างเป็นระบบ ไม่รักษาอาการแบบแยกส่วน การปฏิบัติที่สอดคล้อง: ประเมิน nausea, dyspnea, fatigue, pruritus และอาการอื่นร่วมกับ anemia, fluid, uremia, nutrition และยา เป้าหมาย: ลด symptom burden และเพิ่มคุณภาพชีวิต",Self-Management CKD symptom section
Q164,U8,3,Symptom Management,การปฏิบัติใดสอดคล้องกับ “Symptom Management” มากที่สุด?,บันทึกเหตุการณ์ วิเคราะห์สาเหตุระบบ และติดตาม action ที่ป้องกันการเกิดซ้ำ,"ประเมิน nausea, dyspnea, fatigue, pruritus และอาการอื่นร่วมกับ anemia, fluid, uremia, nutrition และยา",วางระบบทั้งคน มาตรฐาน ข้อมูล และทีม แทนการแก้เพียงองค์ประกอบเดียว,ประเมินช่องว่างสมรรถนะเป็นรายด้านและพัฒนาต่อเนื่อง ไม่ใช้การผ่านอบรมครั้งเดียวแทน competency,B,"หลักสำคัญ: ผู้ป่วย CKD ระยะก้าวหน้ามักมีหลายอาการร่วมกัน จึงต้องประเมินสาเหตุและจัดการอย่างเป็นระบบ ไม่รักษาอาการแบบแยกส่วน การปฏิบัติที่สอดคล้อง: ประเมิน nausea, dyspnea, fatigue, pruritus และอาการอื่นร่วมกับ anemia, fluid, uremia, nutrition และยา เป้าหมาย: ลด symptom burden และเพิ่มคุณภาพชีวิต",Self-Management CKD symptom section
Q165,U8,3,Symptom Management,ผลลัพธ์หรือเป้าหมายใดสัมพันธ์กับ “Symptom Management” โดยตรงที่สุด?,ลดภาวะแทรกซ้อนและเพิ่มคุณภาพชีวิตผู้ป่วย,ลด recurrence และสร้าง safety culture,ลด symptom burden และเพิ่มคุณภาพชีวิต,เพิ่มความปลอดภัยและคุณภาพการดูแล RRT,C,"หลักสำคัญ: ผู้ป่วย CKD ระยะก้าวหน้ามักมีหลายอาการร่วมกัน จึงต้องประเมินสาเหตุและจัดการอย่างเป็นระบบ ไม่รักษาอาการแบบแยกส่วน การปฏิบัติที่สอดคล้อง: ประเมิน nausea, dyspnea, fatigue, pruritus และอาการอื่นร่วมกับ anemia, fluid, uremia, nutrition และยา เป้าหมาย: ลด symptom burden และเพิ่มคุณภาพชีวิต",Self-Management CKD symptom section
Q166,U8,4,RRT Nurse Competency,ข้อใดอธิบาย “RRT Nurse Competency” ได้ถูกต้องที่สุด?,เหตุการณ์ผิดพลาดและ near miss ต้องถูกนำเข้าสู่ระบบเรียนรู้และปรับปรุง ไม่ใช่รอให้เกิดอันตรายรุนแรง,"สมรรถนะพยาบาล RRT ครอบคลุม clinical, technology, teaching/counseling, ethics, information technology, teamwork, infection control, QI/research และ leadership","การประเมินผลควรมอง Clinical Excellence, Patient Experience และ Safety/Risk พร้อมกัน",แนวทางพัฒนาคุณภาพประกอบด้วยพัฒนาศักยภาพบุคลากร ใช้ clinical guideline มาตรฐาน สร้างระบบติดตามตัวชี้วัด และเสริมทีมสหสาขาวิชาชีพ,B,"หลักสำคัญ: สมรรถนะพยาบาล RRT ครอบคลุม clinical, technology, teaching/counseling, ethics, information technology, teamwork, infection control, QI/research และ leadership การปฏิบัติที่สอดคล้อง: ประเมินช่องว่างสมรรถนะเป็นรายด้านและพัฒนาต่อเนื่อง ไม่ใช้การผ่านอบรมครั้งเดียวแทน competency เป้าหมาย: เพิ่มความปลอดภัยและคุณภาพการดูแล RRT",RRT Nurse Competency 2026 pp.1–6
